canonical_team_id,af_team_id,af_team_name,ft_team_id,ft_team_name,us_team_id,us_team_name,sf_team_id,sf_team_name,tm_team_id,tm_team_name,tm_total_market_value_eur,tm_squad_size,tm_average_age
CITTA_DI_FASANO,5604,Città di Fasano,,,,,,,,,,,
CITY_OF_LIVERPOOL,7630,City of Liverpool,,,,,,,,,,,
CITY_PIRATES_ANTWERPEN,5768,City Pirates Antwerpen,,,,,,,,,,,
CITY_SOCCER,18453,City Soccer,,,,,,,,,,,
CIUDAD_DE_BOLIVAR,16612,Ciudad de Bolívar,,,,,,,,,,,
CIUDAD_DE_LUCENA,9756,Ciudad de Lucena,,,,,,,,,,,
CIZRESPOR,7397,Cizrespor,,,,,,,,,,,
CIZRE_SERHATSPOR,20293,Cizre Serhatspor,,,,,,,,,,,
CLACTON,8742,Clacton,,,,,,,,,,,
CLANFIELD_85,8743,Clanfield 85,,,,,,,,,,,
CLAPTON,8744,Clapton,,,,,,,,,,,
CLAYPOLE,8391,Claypole,,,,,,,,,,,
CLAY_CROSS,26210,Clay Cross,,,,,,,,,,,
CLEETHORPES_TOWN,7631,Cleethorpes Town,,,,,,,,,,,
CLERMONT_FOOT,99,Clermont Foot,490.0,Clermont Foot 63,270.0,Clermont Foot,f699ee13d7742012,Clermont Foot,3524.0,Clermont Foot 63,17200000,28,25.9
CLEVEDON_TOWN,8745,Clevedon Town,,,,,,,,,,,
CLEVELAND_SC,10063,Cleveland SC,,,,,,,,,,,
CLIFTONVILLE_FC,2266,Cliftonville FC,,,,,,,,,,,
CLITHEROE,7632,Clitheroe,,,,,,,,,,,
CLUB_AMERICA,2287,Club America,1420.0,Club América,,,1034235fffd25a99,Club America,3631.0,CF América,98950000,29,27.8
CLUB_ATLETICO_GUEMES,3969,Club Atlético Güemes,5474.0,Club Atlético Güemes de Santiago del Estero,,,fa46b707ec1508ac,CA Guemes,58188.0,CA Güemes,1900000,27,28.0
CLUB_BRUGGE_II,14130,Club Brugge II,686748.0,Club Brugge KV II,,,,,0.0,0,,,
CLUB_BRUGGE_KV,569,Club Brugge KV,95.0,Club Brugge KV,,,f200a97fc6ca055d,Club Brugge,2282.0,Club Brugge KV,232300000,28,24.1
CLUB_COLONIAL,3167,Club Colonial,,,,,,,,,,,
CLUB_DE_LYON,21003,Club De Lyon,,,,,,,,,,,
CLUB_DE_LYON_II,20964,Club De Lyon II,,,,,,,,,,,
CLUB_FRANCISCAIN,3258,Club Franciscain,,,,,,,,,,,
CLUB_QUERETARO,2290,Club Queretaro,1427.0,Querétaro FC,,,c854ae8de8ee4913,Queretaro,4961.0,Querétaro FC,21000000,31,26.5
CLUB_ROESELARE,19497,Club Roeselare,,,,,,,,,,,
CLUB_TIJUANA,2280,Club Tijuana,1418.0,Club Tijuana Xoloitzcuintles de Caliente,,,52a26b2a6088a0ec,Tijuana,13353.0,Club Tijuana,46300000,24,27.0
CLUSES_SCIONZIER,3168,Cluses-Scionzier,,,,,,,,,,,
COALVILLE_TOWN,7709,Coalville Town,,,,,,,,,,,
COBHAM,8746,Cobham,,,,,,,,,,,
COBRELOA,2332,Cobreloa,2202.0,CD Cobreloa,,,4f0eb2d8acf94413,Cobreloa,9103.0,CD Cobreloa,4330000,22,27.8
COBRESAL,2331,Cobresal,2197.0,CD Cobresal,,,fc084e3100925dca,Cobresal,17482.0,CD Cobresal,5700000,24,26.9
COCKFOSTERS,8747,Cockfosters,,,,,,,,,,,
COFFRANE,17413,Coffrane,,,,,,,,,,,
COGENHOE_UNITED,11965,Cogenhoe United,,,,,,,,,,,
COGGESHALL_TOWN,7633,Coggeshall Town,,,,,,,,,,,
COGGESHALL_UNITED,8748,Coggeshall United,,,,,,,,,,,
COIMBROES,4738,Coimbrões,,,,,,,,,,,
COLCHAGUA,5633,Colchagua,,,,,,,,,,,
COLCHESTER,1361,Colchester,253.0,Colchester United FC,,,689575a2b3ed6cd8,Colchester,1060.0,Colchester United,3830000,26,25.6
COLEGIALES,8377,Colegiales,755.0,CA Colegiales,,,5b2a50749ad1b31a,CA Colegiales,13339.0,CA Colegiales,2089999,28,26.5
COLEGIOS_DIOCESANOS,15354,Colegios Diocesanos,,,,,,,,,,,
COLERAINE_FC,669,Coleraine FC,,,,,,,,,,,
COLESHILL_TOWN,7634,Coleshill Town,,,,,,,,,,,
COLINA,5634,Colina,,,,,,,,,,,
COLLIERS_WOOD_UNITED,8749,Colliers Wood United,,,,,,,,,,,
COLLINA_DORO,18162,Collina d'Oro,,,,,,,,,,,
COLMAR,13583,Colmar,,,,,,,,,,,
COLNE,7635,Colne,,,,,,,,,,,
COLNEY_HEATH,8750,Colney Heath,,,,,,,,,,,
COLOMIERS,3169,Colomiers,,,,,,,,,,,
COLON_SANTA_FE,448,Colon Santa Fe,707.0,Colón de Santa Fe,,,c192595f4797d1ca,Colon,1070.0,CA Colón,7660000,29,27.0
COLORADO_RAPIDS,1610,Colorado Rapids,12.0,Colorado Rapids,,,a2a3b7d602ce484f,Colorado Rapids,1247.0,Colorado Rapids,42900000,29,23.9
COLORADO_RAPIDS_II,4102,Colorado Rapids II,,,,,,,,,,,
COLORADO_SPRINGS,3992,Colorado Springs,8050.0,Colorado Springs Switchbacks FC,,,,,45805.0,Colorado Springs Switchbacks FC,3750000,27,26.5
COLO_COLITO,18769,Colo Colito,,,,,,,,,,,
COLO_COLO,2315,Colo Colo,2188.0,CSD Colo-Colo,,,16419352fe077e3e,Colo Colo,2433.0,CSD Colo-Colo,13000000,26,26.5
COLUMBUS_CREW,1613,Columbus Crew,9.0,Columbus Crew,,,4283d7e68f53ec14,Columbus Crew,813.0,Columbus Crew,53980000,30,26.4
COLUMBUS_CREW_II,18811,Columbus Crew II,,,,,,,,,,,
COMERCIO_INDUSTRIA,17985,Comércio Indústria,,,,,,,,,,,
COMILLAS,8154,Comillas,,,,,,,,,,,
COMO,895,Como,518.0,Calcio Como,286.0,Como,c8dc4c53f519e73e,Como,1047.0,Como 1907,351700000,27,26.3
COMPESIERES,19594,Compesières,,,,,,,,,,,
COMPOSTELA,5256,Compostela,,,,,,,,,,,
COMTAL,25330,Comtal,,,,,,,,,,,
COMUNAL_CABRERO,21113,Comunal Cabrero,,,,,,,,,,,
COMUNICACIONES,8008,Comunicaciones,,,,,,,,,,,
CONCARNEAU,1300,Concarneau,1396.0,US Concarnoise,,,9eeb6a769c03df71,Concarneau,21688.0,US Concarneau,3800000,26,26.6
CONCEPCION,5635,Concepción,2213.0,CD Concepción,,,faf01b13919063ee,Universidad de Concepcion,14604.0,Deportes Concepción,5210000,28,30.1
CONCON_NATIONAL,21114,Concón National,,,,,,,,,,,
CONCORDIA,12300,Concórdia,,,,,,,,,,,
CONCORDIA_BASEL,6622,Concordia Basel,,,,,,,,,,,
CONCORDIA_ELBLAG,6937,Concordia Elbląg,,,,,,,,,,,
CONCORDIA_LAUSANNE,17488,Concordia Lausanne,,,,,,,,,,,
CONCORD_RANGERS,8658,Concord Rangers,,,,,,,,,,,
CONDEIXA,4739,Condeixa,,,,,,,,,,,
CONDOR_DE_PICHIDEGUA,18770,Condor de Pichidegua,,,,,,,,,,,
CONDRUZIEN,8486,Condruzien,,,,,,,,,,,
CONFIANCA,7772,Confiança,2590.0,AD Confiança,,,,,0.0,0,,,
CONGLETON_TOWN,8751,Congleton Town,,,,,,,,,,,
CONQUENSE,5257,Conquense,,,,,,,,,,,
CONSADOLE_SAPPORO,279,Consadole Sapporo,858.0,Consadole Sapporo,,,7a06ebe49b248759,Consadole Sapporo,16032.0,Hokkaido Consadole Sapporo,8600000,36,27.5
CONSETT,8752,Consett,,,,,,,,,,,
CONSTANCIA,9776,Constància,,,,,,,,,,,
CONSTITUCION_UNIDO,23550,Constitución Unido,,,,,,,,,,,
CONTRA_COSTA,17026,Contra Costa,,,,,,,,,,,
COQUIMBO_UNIDO,2330,Coquimbo Unido,2210.0,CD Coquimbo Unido,,,88293774ac765274,Coquimbo Unido,11004.0,Coquimbo Unido,12430000,29,27.6
CORBION,24142,Corbion,,,,,,,,,,,
CORBY_TOWN,7221,Corby Town,,,,,,,,,,,
CORDINO,7773,Cordino,,,,,,,,,,,
CORDOBA,713,Cordoba,294.0,Córdoba CF,,,d711e547cef95196,Cordoba,993.0,Córdoba CF,16399999,26,26.9
CORINTHIAN,8753,Corinthian,,,,,,,,,,,
CORINTHIANS,131,Corinthians,624.0,SC Corinthians Paulista,,,a2f16620956e6cc7,Corinthians,199.0,Sport Club Corinthians Paulista,154300000,34,27.0
CORINTHIAN_CASUALS,7710,Corinthian-Casuals,,,,,,,,,,,
CORITIBA,147,Coritiba,627.0,Coritiba FBC,,,6d19bb44229884b0,Coritiba,776.0,Coritiba Foot Ball Club,36000000,30,28.8
CORK_CITY,653,Cork City,,,,,,,,,,,
CORLUSPOR_1947,22451,Çorluspor 1947,,,,,,,,,,,
CORNARD_UNITED,24337,Cornard United,,,,,,,,,,,
CORNELLA,5258,Cornellà,,,,,,,,,,,
CORPUS_CHRISTI,4043,Corpus Christi,,,,,,,,,,,
CORRECAMINOS_UAT,2313,Correcaminos Uat,1447.0,Correcaminos UAT,,,,,,,,,
CORRELHA,26479,Correlhã,,,,,,,,,,,
CORSHAM_TOWN,12057,Corsham Town,,,,,,,,,,,
CORTE,13723,Corte,,,,,,,,,,,
CORTES,9849,Cortes,,,,,,,,,,,
CORUCHENSE,4833,Coruchense,,,,,,,,,,,
CORUMBAENSE,1206,Corumbaense,,,,,,,,,,,
CORURIPE,7825,Coruripe,,,,,,,,,,,
CORUXO,9385,Coruxo,,,,,,,,,,,
CORVINUL_HUNEDOARA,20034,Corvinul Hunedoara,,,,,,,,,,,
COSMOS,5298,Cosmos,,,,,,,,,,,
COSTA_RICA,13103,Costa Rica,,,,,,,,,,,
COTE_CHAUDE,3259,Côte Chaude,,,,,,,,,,,
COTON_GREEN,26211,Coton Green,,,,,,,,,,,
COULAINES,22732,Coulaines,,,,,,,,,,,
COURCELLES,16966,Courcelles,,,,,,,,,,,
COURENSE,20351,Courense,,,,,,,,,,,
COURNON,9273,Cournon,,,,,,,,,,,
COURTETELLE,17480,Courtételle,,,,,,,,,,,
COUTADA,4740,Coutada,,,,,,,,,,,
COUVIN_MARIEMBOURG,5769,Couvin-Mariembourg,,,,,,,,,,,
COUZEIX_CHAPTELAT,25331,Couzeix-Chaptelat,,,,,,,,,,,
COVADONGA,9623,Covadonga,,,,,,,,,,,
COVA_DE_PIEDADE,241,Cova De Piedade,1036.0,CD Cova Piedade,,,,,0.0,0,,,
COVENTRY,1346,Coventry,239.0,Coventry City FC,,,5c9cb56b7408b1b3,Coventry,990.0,Coventry City,193900000,26,26.6
COVENTRY_SPHINX,8754,Coventry Sphinx,,,,,,,,,,,
COVENTRY_UNITED,8755,Coventry United,,,,,,,,,,,
COVE_RANGERS,6763,Cove Rangers,10466.0,Cove Rangers FC,,,,,0.0,0,,,
COWES_SPORTS,8756,Cowes Sports,,,,,,,,,,,
CRACOVIA_KRAKOW,350,Cracovia Krakow,1223.0,MKS Cracovia Kraków,,,7fc188e3cdc0f36b,Cracovia Krakow,5689.0,Cracovia,25750000,27,25.5
CRATO,4834,Crato,,,,,,,,,,,
CRAWLEY_DOWN_GATWICK,8757,Crawley Down Gatwick,,,,,,,,,,,
CRAWLEY_GREEN,8758,Crawley Green,,,,,,,,,,,
CRAWLEY_TOWN,1362,Crawley Town,254.0,Crawley Town FC,,,c93f4910fa587232,Crawley Town,3537.0,Crawley Town,4850000,29,26.2
CRAY_VALLEY_PM,7636,Cray Valley PM,,,,,,,,,,,
CRAY_WANDERERS,7711,Cray Wanderers,,,,,,,,,,,
CRB,146,CRB,694.0,Clube de Regatas Brasil,,,,,11449.0,Clube de Regatas Brasil (AL),11930000,28,27.7
CREMONESE,520,Cremonese,1046.0,US Cremonese,272.0,Cremonese,9acffaaff8693dfb,Cremonese,2239.0,US Cremonese,72200000,27,28.5
CREPY_EN_VALOIS,25357,Crépy-en-Valois,,,,,,,,,,,
CRETEIL,1307,Creteil,495.0,US Créteil-Lusitanos,,,,,0.0,0,,,
CREWE,1363,Crewe,252.0,Crewe Alexandra FC,,,f04ef935a2b1ed7,Crewe,1042.0,Crewe Alexandra,4550000,27,25.3
CRIACAO_SHINJUKU,18378,Criacao Shinjuku,,,,,,,,,,,
CRIBBS,8759,Cribbs,,,,,,,,,,,
CRICIUMA,140,Criciuma,691.0,Criciuma EC,,,b6a537100962363b,Criciuma,7178.0,Criciúma EC,11980000,32,28.4
CRISTO_ATLETICO,9728,Cristo Atlético,,,,,,,,,,,
CROATIA_WANDRE,21783,Croatia Wandre,,,,,,,,,,,
CROIX_FOOTBALL_IC,3043,Croix Football IC,,,,,,,,,,,
CROOK_TOWN_AFC,11968,Crook Town AFC,,,,,,,,,,,
CROSSFIRE_REDMOND,10064,Crossfire Redmond,,,,,,,,,,,
CROSSING_SCHAERBEEK,5770,Crossing Schaerbeek,,,,,,,,,,,
CROSSING_VISSENAKEN,14156,Crossing Vissenaken,,,,,,,,,,,
CROTONE,501,Crotone,457.0,FC Crotone,115.0,Crotone,6009672926628106,Crotone,0.0,0,,,
CROWBOROUGH_ATHLETIC,8760,Crowborough Athletic,,,,,,,,,,,
CROWN_LEGACY,21139,Crown Legacy,,,,,,,,,,,
CROYDON,8761,Croydon,,,,,,,,,,,
CRUCERO_DEL_NORTE,788,Crucero Del Norte,,,,,,,,,,,
CRUSADERS_FC,697,Crusaders FC,,,,,,,,,,,
CRUZEIRO,135,Cruzeiro,613.0,Cruzeiro EC,,,91b858d789df61c6,Cruzeiro,609.0,Cruzeiro Esporte Clube,166550000,32,26.3
CRUZ_AZUL,2295,Cruz Azul,1432.0,Cruz Azul FC,,,457ec9cffa23f2a2,Cruz Azul,3711.0,CD Cruz Azul,82600000,24,25.9
CRYSTAL_PALACE,52,Crystal Palace,143.0,Crystal Palace FC,78.0,Crystal Palace,2e96137f4b2e26df,Crystal Palace,873.0,Crystal Palace,541300000,28,26.4
CSA,150,CSA,2591.0,CS Alagoano,,,e55ca3a59120adf6,CS Alagoano,0.0,0,,,
CSC_CAYENNE,9270,CSC Cayenne,,,,,,,,,,,
CSE,9127,CSE,,,,,,,,,,,
CSKA_1948,1426,CSKA 1948,,,,,,,,,,,
CSKA_MOSCOW,555,CSKA Moscow,,,,,,,,,,,
CSKA_SOFIA,853,CSKA Sofia,,,,,,,,,,,
CSV_APELDOORN,1267,Csv Apeldoorn,,,,,,,,,,,
CUARTE,9886,Cuarte,,,,,,,,,,,
CUBUKSPOR,6545,Çubukspor,,,,,,,,,,,
CUIABA,1193,Cuiaba,2592.0,Cuiabá EC,,,6cd0b6601184f183,Cuiaba,28022.0,Cuiabá Esporte Clube (MT),10480000,38,24.9
CUKARICKI,2656,Cukaricki,,,,,,,,,,,
CULATRENSE,15205,Culatrense,,,,,,,,,,,
CULPA,19566,Culpa,,,,,,,0.0,0,,,
CULTURAL_LEONESA,725,Cultural Leonesa,1023.0,Cultural y Deportiva Leonesa,,,56e259ad7cd4f694,Cultural Leonesa,4542.0,Cultural Leonesa,12900000,27,27.4
CURICO_UNIDO,2316,Curico Unido,2181.0,CD Provincial Curicó Unido,,,651c82ee593d0c3e,Curico Unido,19027.0,Curicó Unido,4250000,28,27.2
CURZON_ASHTON,4703,Curzon Ashton,,,,,,,,,,,
C_CHARTRES,9237,C' Chartres,,,,,,,,,,,
DADIZELE,5771,Dadizele,,,,,,,,,,,
DAEDEOK_WINNER_STAR,7067,Daedeok Winner Star,,,,,,,,,,,
DAEGU_CHEONGSOL,16448,Daegu Cheongsol,,,,,,,,,,,
DAEGU_FC,2747,Daegu FC,3834.0,Daegu FC,,,51744b34795dd144,Daegu FC,6504.0,Daegu FC,7600000,39,26.1
DAEJEON_CITIZEN,2750,Daejeon Citizen,3845.0,Daejeon Citizen FC,,,8282eac8280bc86,Daejeon Hana Citizen,6499.0,Daejeon Hana Citizen,14350000,35,28.3
DAEJEON_KORAIL,7068,Daejeon Korail,,,,,,,,,,,
DAEJEON_SEOBU,18652,Daejeon Seobu,,,,,,,,,,,
DAGENHAM_REDBRIDGE,1821,Dagenham & Redbridge,274.0,Dagenham & Redbridge FC,,,,,0.0,0,,,
DAGSBERGS,6660,Dagsbergs,,,,,,,,,,,
DAHLE,18921,Dahle,,,,,,,,,,,
DAISY_HILL,12134,Daisy Hill,,,,,,,,,,,
DALBY,16742,Dalby,,,,,,,,,,,
DALKURD_FF,368,Dalkurd FF,674.0,Dalkurd FF,,,,,0.0,0,,,
DALSTORPS,12613,Dalstorps,,,,,,,,,,,
DALUM,6013,Dalum,,,,,,,0.0,0,,,
DAMAIENSE,17380,Damaiense,,,,,,,,,,,
DANGJIN_CITIZEN,18653,Dangjin Citizen,,,,,,,,,,,
DANKOOK_UNIVERSITY,7069,Dankook University,,,,,,,,,,,
DANTE_IMPERIAL,18771,Dante Imperial,,,,,,,,,,,
DARCA_GENCLERBIRLIGI,3586,Darıca Gençlerbirliği,,,,,,,,,,,
DARDANIA_LAUSANNE,17414,Dardania Lausanne,,,,,,,,,,,
DARDANIA_ST_GALLEN,19613,Dardania St. Gallen,,,,,,,,,,,
DARING_BRUGGE,21784,Daring Brugge,,,,,,,,,,,
DARLASTON_TOWN,19551,Darlaston Town,,,,,,,,,,,
DARLINGTON_1883,10157,Darlington 1883,,,,,,,,,,,
DARTFORD,4690,Dartford,,,,,,,,,,,
DAVENTRY_TOWN,7637,Daventry Town,,,,,,,,,,,
DAVIS,10065,Davis,,,,,,,,,,,
DAW_SCHAIJK,24626,DAW Schaijk,,,,,,,,,,,
DAYTON_DUTCH_LIONS,4045,Dayton Dutch Lions,,,,,,,,,,,
DC_UNITED,1615,DC United,13401.0,DC United,,,c72b8de3ff4efaa7,DC United,2440.0,D.C. United,29300000,28,25.7
DEAL_TOWN,8762,Deal Town,,,,,,,,,,,
DEBRECENI_VSC,2392,Debreceni VSC,,,,,,,,,,,
DECIC,3745,Dečić,,,,,,,,,,,
DEEPING_RANGERS,8763,Deeping Rangers,,,,,,,,,,,
DEERLIJK_SPORT,19499,Deerlijk Sport,,,,,,,,,,,
DEFENSA_Y_JUSTICIA,442,Defensa Y Justicia,701.0,CSD Defensa y Justicia,,,206eae66875ba92f,Defensa y Justicia,2402.0,Defensa y Justicia,24050000,28,25.9
DEFENSORES_DE_BELGRANO,1067,Defensores De Belgrano,760.0,CA Defensores de Belgrano,,,7fe3eec821cf0511,Defensores de Belgrano,6062.0,CA Defensores de Belgrano,2760000,24,28.5
DEFENSORES_DE_BELGRANO_VR,2426,Defensores de Belgrano VR,,,,,,,,,,,
DEFENSORES_DE_CAMBACERES,8392,Defensores de Cambaceres,,,,,,,,,,,
DEFENSORES_UNIDOS,1945,Defensores Unidos,5370.0,CA Defensores Unidos,,,b7fb3267278ffb51,Defensores Unidos,24749.0,CA Defensores Unidos (Zarate),480000,28,25.5
DEF_DE_PRONUNCIAMIENTO,3942,Def. de Pronunciamiento,,,,,,,,,,,
DEGERFORS_IF,2172,Degerfors IF,680.0,Degerfors IF,,,195d795feb9e19c4,Degerfors,3641.0,Degerfors IF,6400000,25,25.6
DEINZE,6214,Deinze,2578.0,KMSK Deinze,,,,,0.0,0,,,
DELEMONT,12702,Delémont,,,,,,,,,,,
DELLACH_IM_GAILTAL,8274,Dellach im Gailtal,,,,,,,,,,,
DEM,6260,DEM,,,,,,,,,,,
DEMOCRATA_GV,13080,Democrata GV,,,,,,,,,,,
DENDER,6215,Dender,669388.0,FC Verbroedering Dender Eendracht Hekelgem,,,257d1e624b460e44,FCV Dender EH,9010.0,FCV Dender EH,19200000,28,25.5
DENDERHOUTEM,8492,Denderhoutem,,,,,,,,,,,
DENDERMONDE,5775,Dendermonde,,,,,,,,,,,
DENIZLISPOR,3570,Denizlispor,346.0,Denizlispor,,,9291444ba5b5f330,Denizlispor,0.0,0,,,
DENIZLI_IYG,26470,Denizli İYG,,,,,,,,,,,
DENTON_DIABLOS,10066,Denton Diablos,,,,,,,,,,,
DENVER,9017,Denver,,,,,,,,,,,
DEN_BOSCH,421,Den Bosch,396.0,FC Den Bosch,,,0,0,404.0,FC Den Bosch,6300000,24,24.6
DEN_HOORN,14231,Den Hoorn,,,,,,,,,,,
DEOKGYE,10127,Deokgye,,,,,,,,,,,
DEPORTES_COPIAPO,2343,Deportes Copiapo,2207.0,CD Copiapó,,,90fe852eb8da41a9,Deportes Copiapo,20694.0,Deportes Copiapó,4400000,24,28.4
DEPORTES_IQUIQUE,2319,Deportes Iquique,2192.0,Club Deportes Iquique,,,68f38f61ebe07b1d,Deportes Iquique,18076.0,Club Deportes Iquique,4490000,23,27.6
DEPORTES_LIMACHE,16730,Deportes Limache,2235.0,Club Deportes Limache,,,0,0,26697.0,Deportes Limache,7150000,21,28.4
DEPORTES_QUILLON,18772,Deportes Quillón,,,,,,,,,,,
DEPORTES_RENGO,5636,Deportes Rengo,,,,,,,,,,,
DEPORTES_SANTA_CRUZ,2346,Deportes Santa Cruz,2216.0,Deportes Santa Cruz,,,,,20683.0,Deportes Santa Cruz,2230000,25,26.2
DEPORTES_TEMUCO,2317,Deportes Temuco,2184.0,CD Temuco,,,,,13554.0,Deportes Temuco,4450000,25,28.2
DEPORTES_VALDIVIA,2334,Deportes Valdivia,2206.0,Club de Deportes Valdivia,,,,,0.0,0,,,
DEPORTES_VALLENAR,5637,Deportes Vallenar,,,,,,,,,,,
DEPORTIVA_MINERA,9811,Deportiva Minera,,,,,,,,,,,
DEPORTIVO_ARMENIO,2427,Deportivo Armenio,,,,,,,,,,,
DEPORTIVO_CAMIONEROS,3943,Deportivo Camioneros,,,,,,,,,,,
DEPORTIVO_ESPANOL,8381,Deportivo Español,,,,,,,,,,,
DEPORTIVO_GETXO,26731,Deportivo Getxo,,,,,,,,,,,
DEPORTIVO_LAFERRERE,1924,Deportivo Laferrere,,,,,,,,,,,
DEPORTIVO_LA_CORUNA,544,Deportivo La Coruna,286.0,Real Club Deportivo de La Coruña,,,b6dba67ef7377ba6,Deportivo La Coruna,897.0,Deportivo de La Coruña,54100000,25,27.3
DEPORTIVO_MADRYN,1929,Deportivo Madryn,5447.0,Club Social y Deportivo Madryn,,,f05aa19b02f83168,Deportivo Madryn,14318.0,CS Deportivo Madryn,5580000,34,29.0
DEPORTIVO_MAIPU,1954,Deportivo Maipu,5463.0,CD Maipú,,,592a99bc47c28555,Deportivo Maipu,19523.0,Club Deportivo Maipú,2310000,25,25.1
DEPORTIVO_MORON,469,Deportivo Moron,751.0,CD Morón,,,92325d2684f47a38,Deportivo Moron,12458.0,Club Deportivo Morón,2980000,29,27.3
DEPORTIVO_MURCIA,22567,Deportivo Murcia,,,,,,,,,,,
DEPORTIVO_RIESTRA,476,Deportivo Riestra,754.0,CD Riestra,,,27ff9c8e067bbd7a,Deportivo Riestra,19775.0,Club Deportivo Riestra,9050000,30,29.3
DEPORTIVO_ROCA,2423,Deportivo Roca,,,,,,,,,,,
DERBY,69,Derby,213.0,Derby County FC,,,81e849bba511456e,Derby,22.0,Derby County,63680000,25,27.5
DEREHAM_TOWN,7638,Dereham Town,,,,,,,,,,,
DERRY_CITY,670,Derry City,,,,,,,,,,,
DERSIMSPOR,6518,Dersimspor,,,,,,,,,,,
DESBOROUGH_TOWN,8764,Desborough Town,,,,,,,,,,,
DESNA,3616,Desna,,,,,,,,,,,
DESPORTOS_DE_GLORIA,17381,Desportos de Glória,,,,,,,,,,,
DESSEL,26252,Dessel,,,,,,,,,,,
DESSEL_SPORT,6216,Dessel Sport,,,,,,,,,,,
DESTELBERGEN,19500,Destelbergen,,,,,,,,,,,
DES_MOINES_MENACE,4047,Des Moines Menace,,,,,,,,,,,
DETROIT_CITY,9043,Detroit City,667348.0,Detroit City FC,,,,,38647.0,Detroit City FC,3930000,25,28.1
DEUTSCHKREUTZ,8262,Deutschkreutz,,,,,,,,,,,
DEUTSCHLANDSBERGER_SC,4972,Deutschlandsberger SC,,,,,,,,,,,
DE_BILT,24627,De Bilt,,,,,,,,,,,
DE_FORESTERS,26703,De Foresters,,,,,,,,,,,
DE_GOE,5772,De Goé,,,,,,,,,,,
DE_GRAAFSCHAP,199,De Graafschap,383.0,BV De Graafschap,,,5e459f4e82d930e8,De Graafschap,642.0,De Graafschap Doetinchem,6000000,24,22.6
DE_KEMPEN,5773,De Kempen,,,,,,,,,,,
DE_KEMPEN_II,19498,De Kempen II,,,,,,,,,,,
DE_NEFFE,5774,De Neffe,,,,,,,,,,,
DE_TREFFERS,1277,De Treffers,,,,,,,,,,,
DFEETERS_KICKS,18454,D'Feeters Kicks,,,,,,,,,,,
DIABLES_NOIRS,20600,Diables Noirs,,,,,,,,,,,
DIAGORAS,7510,Diagoras,,,,,,,,,,,
DIAGORAS_IKARIA,24854,Diagoras Ikaria,,,,,,,,,,,
DIAGORAS_VRACHNEIKA,5035,Diagoras Vrachneika,,,,,,,,,,,
DIANALUND,17246,Dianalund,,,,,,,0.0,0,,,
DIASPORA,26348,Diaspora,,,,,,,,,,,
DIAVOLITSI,12409,Diavolitsi,,,,,,,,,,,
DIDCOT_TOWN,7222,Didcot Town,,,,,,,,,,,
DIDYMOTEICHO,15240,Didymoteicho,,,,,,,,,,,
DIEGEM_SPORT,5776,Diegem Sport,,,,,,,,,,,
DIEPENBEEK,24143,Diepenbeek,,,,,,,,,,,
DIEPPE,9274,Dieppe,,,,,,,,,,,
DIEST,5777,Diest,,,,,,,,,,,
DIETIKON,12712,Dietikon,,,,,,,,,,,
DIJON,89,Dijon,446.0,Dijon FCO,181.0,Dijon,e3ee590f89564e2f,Dijon,2969.0,Dijon FCO,4950000,22,27.6
DIKKELVENNE,5778,Dikkelvenne,,,,,,,,,,,
DIKSMUIDE,14157,Diksmuide,,,,,,,,,,,
DILA,3499,Dila,,,,,,,,,,,
DILINATON,22272,Dilinaton,,,,,,,,,,,
DIMITRA_EFXEINOUPOLIS,15267,Dimitra Efxeinoupolis,,,,,,,,,,,
DIMITSANA,22273,Dimitsana,,,,,,,,,,,
DINAMO_AUTO,4631,Dinamo-Auto,,,,,,,,,,,
DINAMO_BATUMI,705,Dinamo Batumi,,,,,,,,,,,
DINAMO_BREST,386,Dinamo Brest,,,,,,,,,,,
DINAMO_HELFORT,17304,Dinamo Helfort,,,,,,,,,,,
DINAMO_MINSK,394,Dinamo Minsk,,,,,,,,,,,
DINAMO_SAN_JUAN,20444,Dinamo San Juan,,,,,,,,,,,
DINAMO_TBILISI,2262,Dinamo Tbilisi,,,,,,,,,,,
DINAMO_TIRANA,3326,Dinamo Tirana,,,,,,,,,,,
DINAMO_ZAGREB,620,Dinamo Zagreb,,,,,,,,,,,
DINAN_LEHON,9275,Dinan Léhon,,,,,,,,,,,
DIOCESANO,9829,Diocesano,,,,,,,,,,,
DISS_TOWN,11970,Diss Town,,,,,,,,,,,
DIVES_CABOURG,3261,Dives-Cabourg,,,,,,,,,,,
DIYARBEKIRSPOR,7398,Diyarbekirspor,,,,,,,,,,,
DJERV,16216,Djerv,,,,,,,,,,,
DJURGARDENS_IF,364,Djurgardens IF,659.0,Djurgårdens IF,,,46e0135f068145c4,Djurgarden,1044.0,Djurgårdens IF,21180000,24,26.5
DJURSLAND,6014,Djursland,,,,,,,0.0,0,,,
DLLEFJELDE_MUSSE,11559,Døllefjelde-Musse,,,,,,,0.0,0,,,
DNIPRO_1,3623,Dnipro-1,,,,,,,,,,,
DOCK_SUD,2429,Dock Sud,,,,,,,,,,,
DOGUBAYAZT_FK,22443,Doğubayazıt FK,,,,,,,,,,,
DOKSURI,16449,Doksuri,,,,,,,,,,,
DOLORENSE,25031,Dolorense,,,,,,,,,,,
DOMERAT,13768,Domerat,,,,,,,,,,,
DOMINICAINE,27021,Dominicaine,,,,,,,,,,,
